"3/2/2022, 1:48:05 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#73C579","Well, wouldn't you say that most Republicans that you've heard of all have pretty shady pasts and questionable morals?"
"3/2/2022, 1:48:16 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","Oh for sure"
"3/2/2022, 1:48:36 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","Easy example, saying Trump was chosen by God for the presidency, he's so Christ like yadda yadda"
"3/2/2022, 1:48:44 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","meanwhile he's as corrupt as they get"
"3/2/2022, 1:48:49 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","from finances to affairs etc"
"3/2/2022, 1:48:49 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#73C579","Democrats (some of them), are also corrupt and shady.  But they're more skillful at hiding it, I feel."
"3/2/2022, 1:49:00 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#250707","You might be right about that"
"3/2/2022, 1:49:02 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#73C579","Trump is a delusional psychopath."
"3/2/2022, 1:49:18 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#73C579","He needs to be committed for the safety of society."

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

Room Id:, 621fbb4abe56c320f15c00b0
Started At:, 3/2/2022, 1:45:50 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#3297C0","ANONYMIZED",,"2CC2369917158538209","Human"
"#EE492B","ANONYMIZED",,"2CC2957375884975154","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 1:46:01 PM",,,"#EE492B","HELLO"
"3/2/2022, 1:45:53 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3297C0","Hi there"
"3/2/2022, 1:46:08 PM",,,"#EE492B","HII"
"3/2/2022, 1:46:12 PM",,,"#EE492B","HOW R U"
"3/2/2022, 1:46:05 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3297C0","To me, its hard to say who is more hypocritical"
"3/2/2022, 1:46:07 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3297C0","Im doing fine"
"3/2/2022, 1:46:23 PM",,,"#EE492B","WELL"
"3/2/2022, 1:46:43 PM",,,"#EE492B","🤩"
"3/2/2022, 1:46:37 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3297C0","Democrats tend to promise a lot, and under deliver. While republicans tend to lie more."
"3/2/2022, 1:47:12 PM",,,"#EE492B","YES I LIKE THIS"
"3/2/2022, 1:47:19 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3297C0","An example of this to me would be Biden and how he is handling student debt right now. I believe he was supposed to help relieve some debt for students like me."
"3/2/2022, 1:47:28 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3297C0","But this was overlooked after he became president."
"3/2/2022, 1:47:57 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3297C0","And a lot of the time he goes on the news and flaunts about the achievements hes making, but I feel my expenses in all walks of life are only going up."
"3/2/2022, 1:48:25 PM",,,"#EE492B","The only thing that you are wrong about is saying ain't. But I shouldn't talk because when people on quora disagree with me they always comment about my shitty spelling. But I to think Biden is not doing a good job. Everything is going up in price, crime is out of control, we have open borders so whoever wants to come here nows the time. No vetting no background checks if you're looking for work or if you have a long criminal history or even a terrorist you're welcome on the Biden Harris open borders policy. One more thing can you believe that since the crime is getting so out of control especially in the democratic run inner cities they are blaming the Republicans for defunding the police. Was I asleep last year because I thought that was the democrats theme line during the George Floyd riots. AOC in the front of the defund the police line. You got to give them this they say that with a straight face."
"3/2/2022, 1:48:19 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3297C0","Republicans, on the other hand, will just fragrantly lie"
"3/2/2022, 1:48:47 PM",,,"#EE492B","No, you are exactly right. Joe Biden is a total failure and he’s not mentally fit to be President."
"3/2/2022, 1:48:40 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3297C0","I agree prices are getting out of hand"
"3/2/2022, 1:49:07 PM",,,"#EE492B","No you are not wrong, Biden is a terrible President."
"3/2/2022, 1:49:10 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#3297C0","I thought with wages going up it was going to be easier, but the american dream of owning a house is falling fast."
"3/2/2022, 1:49:37 PM",,,"#EE492B","No, I think you are 100% correct. That should be obvious to anybody who can see things clearly. This president is a total idiot beyond description."

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

Room Id:, 621fbb55be56c320f15c00b6
Started At:, 3/2/2022, 1:45:47 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#F09777","ANONYMIZED",,"2CC4393955863385665","Human"
"#A0979C","ANONYMIZED",,"2CC4199632748227347","Human"
"#F9E96F","ANONYMIZED",,"2CC2365127923259841","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 1:46:14 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F09777","Probably Repubs in my view although both are bad at it"
"3/2/2022, 1:46:27 PM",,,"#A0979C","Hi"
"3/2/2022, 1:46:38 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F09777","hello"
"3/2/2022, 1:46:46 PM",,,"#A0979C","What is the topic?"
"3/2/2022, 1:46:55 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F09777","its right above us"
"3/2/2022, 1:45:51 PM",,,"#F9E96F","hii"
"3/2/2022, 1:47:19 PM",,,"#A0979C","political chat is the topic?"
"3/2/2022, 1:47:31 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F09777","Republicans say hands off our bodies with vaccines"
"3/2/2022, 1:46:37 PM",,,"#F9E96F","democracy"
"3/2/2022, 1:47:44 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F09777","look at the robot on top it has the ropic right there"
"3/2/2022, 1:46:52 PM",,,"#F9E96F","not robot"
"3/2/2022, 1:48:17 PM",,,"#A0979C","But Repubs want to control bodies by banning abortion. Repubs never make sense, so hypocritical"
"3/2/2022, 1:48:25 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F09777","Are dems or repubs more hypocritical?"
"3/2/2022, 1:47:37 PM",,,"#F9E96F","The services is not high.."
"3/2/2022, 1:48:51 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F09777","Crime is crazy but give everyone guns with no checks!"
"3/2/2022, 1:48:03 PM",,,"#F9E96F","we are all support democracy"
"3/2/2022, 1:49:20 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#F09777","Also they thump the bible bu certainly don't act christ-like"
"3/2/2022, 1:49:34 PM",,,"#A0979C","The second amenment says only sops get guns, that is why militia ins in the first pherase. Repubs are selfish and cruel"
"3/2/2022, 1:48:37 PM",,,"#F9E96F","i see"
"3/2/2022, 1:49:47 PM",,,"#A0979C","says only cops*"
"3/2/2022, 1:48:51 PM",,,"#F9E96F","not hope"

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

Room Id:, 621fbb5dbe56c320f15c00bc
Started At:, 3/2/2022, 1:45:58 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#1AB916","ANONYMIZED",,"2CC633512391527149","Human"
"#3CF8F1","ANONYMIZED",,"2CC1144776062202884","Human"

Messages
"time","question","qid","participantCode","message"
